Academic_Calendar,Academic_Counseling,Academic_Staff,Acronym,Address,Admission_Office,Admission_Rate,Campus_Setting,Career_Services,Control_Type,Distance_Learning,Entity_Type,Fax,Financial_Aids,Founded,Housing,Institutional_Hospital,International_students,Library,Local_students,Motto,Religious_Affiliation,Selection_Type,Sport_Facilities,Student_Enrollment,Study_Abroad,Tel,country_name,country_rank,flag_img,name,name_t,name_t_t,other_locations,screenshort,subject,uni_logo,university_name,url,wiki,world_rank
Semesters,Not reported,"1,000-1,499",UNIMAR,Avenida Higyno Muzzi Filho 1001 - Bloco I - Campus Universitario Marília  17525-902 Sao Paulo Brazil,"Avenida Higyno Muzzy Filho, 1001 Marilia 17525-902 (14) 2105 4111",Not reported,Urban,Not reported,Private,Not reported,For-Profit,+55 (14) 3433 8691,Not reported,1956,Not reported,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Yes,"8,000-8,999",Yes,+55 (14) 2105 4111,"Brazil

",182,https://www.4icu.org//i/flags/Brazil.png,University of Marília,University of Marília,University of Marília,,https://www.4icu.org//i/screenshots/437.jpg,"Department of Agrarian Sciences | Department of Health Sciences | Department of Human and Applied Social Sciences | Department of Communication, Education and Tourism | Department of Engineering, Architecture and Technology | Department of Medicine and Nursing",https://www.4icu.org//i/logos-seals/437.png,Universidade de Marília,https://www.4icu.org/reviews/437.htm,https://pt.wikipedia.org/wiki/Universidade_de_Mar%C3%Adlia,7503
Semesters,Not reported,"over-5,000",USP,Rua da Reitoria 374 - Butantã São Paulo  05508-220 Sao Paulo Brazil,Rua da Reitoria 374 - Cidade Universitária São Paulo 05508-220 (11) 3091 3290,0-10%,Urban,Yes,Public,Yes,Non-Profit,+55 (11) 3091 5655,Yes,1827,Yes,Not reported,,Yes,,Scientia Vinces Through knowledge you win,None,"Yes, based on entrance examinations",Yes,"over-45,000",Yes,+55 (11) 3091 3500,"Brazil

",1,https://www.4icu.org//i/flags/Brazil.png,University of São Paulo,University of São Paulo,University of São Paulo,"Bauru, Lorena, Piracicaba, Pirassununga, Ribeirão Preto, São Carlos, Santos",https://www.4icu.org//i/screenshots/445.jpg,"Bauru School of Dentistry | Lorena School of Engineering | Luiz de Queiroz College of Agriculture | School of Animal Science and Food Engineering | School of Physical Education and Sport of Ribeirão Preto | Ribeirão Preto College of Nursing | School of Pharmaceutical Sciences of Ribeirão Preto | Ribeirão Preto Law School | School of Economics, Business Administration and Accounting at Ribeirão Preto | Department of Philosophy, Sciences and Letters at Ribeirão Preto | Ribeirão Preto Medical School | School of Dentistry of Ribeirão Preto | São Carlos School of Engineering | Institute of Architecture and Urbanism | Institute of Mathematical and Computer Sciences | São Carlos Institute of Physics | São Carlos Institute of Chemistry | School of Arts, Sciences and Humanities | School of Communications and Arts | School of Nursing | School of Physical Education and Sport | School of Engineering | School of Architecture and Urbanism | Department of Pharmaceutical Sciences | Law School | School of Education | School of Economics, Business and Accounting | Department of Philosophy, Languages and Literature, and Human Sciences | School of Medicine | School of Veterinary Medicine and Animal Science | School of Dentistry | School of Public Health | Institute of Astronomy, Geophysics and Atmospheric Sciences | Institute of Biosciences | Institute of Biomedical Sciences | Institute of Physics | Institute of Geosciences | Institute of Mathematics and Statistics | Oceanographic Institute | Institute of Psychology | Institute of Chemistry | Institute of International Relations | Institute of Energy and Environment | Center for Marine Biology | Institute of Brazilian Studies | Center for Nuclear Energy in Agriculture | Institute of Advanced Studies | Institute of Tropical Medicine",https://www.4icu.org//i/logos-seals/445.png,Universidade de São Paulo,https://www.4icu.org/reviews/445.htm,https://en.wikipedia.org/wiki/University_of_S%C3%A3o_Paulo,62
Semesters,Not reported,"1,500-1,999",UFAM,Avenida Rodrigo Otávio 6200 - Campus Universitário - Coroado II Manaus  69077-000 Amazonas Brazil,"Campus Universitário, Avenida General Rodrigo Octávio Jordão Ramos, 3000, Coroado Manaus 69077-000 (92) 3305 4199",40-50%,Urban,Not reported,Public,Yes,Non-Profit,+55 (92) 3305 4313,Yes,1909,Yes,Not reported,,Yes,,In universa scientia veritas,None,"Yes, based on entrance examinations",Yes,"25,000-29,999",Yes,+55 (92) 3305 4313,"Brazil

",49,https://www.4icu.org//i/flags/Brazil.png,Federal University of Amazonas,Federal University of Amazonas,Federal University of Amazonas,"Benjamin Constant, Coari, Humaitá, Itacoatiara, Parintins",https://www.4icu.org//i/screenshots/449.jpg,Education Institute | Humanities and Social Sciences Institute | Technology Institute | Social and Economic Institute | Health Institute | Exact Sciences Institute | Agrarian Sciences Institute,https://www.4icu.org//i/logos-seals/449.png,Universidade Federal do Amazonas,https://www.4icu.org/reviews/449.htm,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,1829
Semesters,Not reported,"1,500-1,999",UDESC,"Avenida Madre Benvenuta, 2007 - Campus I - Itacorubi Florianópolis  88035-001 Santa Catarina Brazil","Avenida Madre Benvenuta, 2007 Florianópolis 88035-001 (48) 3321 8039",50-60%,Urban,Not reported,Public,Not reported,Non-Profit,+55 (48) 3321 8001,Yes,1965,Not reported,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Yes,"10,000-14,999",Yes,+55 (48) 3321 8039,"Brazil

",54,https://www.4icu.org//i/flags/Brazil.png,Santa Catarina State University,Santa Catarina State University,Santa Catarina State University,"Lages, Joinville, Ibirama, Chapecó, São Bento do Sul, Laguna, Balneário Camboriu",https://www.4icu.org//i/screenshots/451.jpg,College of Education Science | College of Business and Administration | College of Engineering | College of Agriculture and Life Science | College of Heath and Sport Science | College of Arts,https://www.4icu.org//i/logos-seals/451.png,Universidade do Estado de Santa Catarina,https://www.4icu.org/reviews/451.htm,https://en.wikipedia.org/wiki/Santa_Catarina_State_University,2003
Semesters,Not reported,700-799,UERN,Rua Almino Afonso 478 - Centro Mossoró  59610-210 Rio Grande do Norte Brazil,"Rua Almino Afonso, 478 Centro Mossoro 59610-210",Not reported,Urban,Not reported,Public,Not reported,Non-Profit,+55 (84) 3315 2108,Not reported,1968,Not reported,Not reported,,Yes,,Liber VI Spiritus,None,"Yes, based on entrance examinations",Not reported,"10,000-14,999",Not reported,+55 (84) 3315 2139,"Brazil

",69,https://www.4icu.org//i/flags/Brazil.png,Rio Grande do Norte State University,Rio Grande do Norte State University,Rio Grande do Norte State University,"Assu, Pau dos Ferros, Patu, Natal",https://www.4icu.org//i/screenshots/452.jpg,Department of Economics | Department of Social Work | Department of Arts and Arts | Department of Exact and Natural Sciences | Department of Education | Department of Physical Education | Department of Nursing | Department of Philosophy and Social Sciences | Department of Law | Department of Health Sciences,https://www.4icu.org//i/logos-seals/452.png,Universidade do Estado do Rio Grande do Norte,https://www.4icu.org/reviews/452.htm,https://pt.wikipedia.org/wiki/Universidade_do_Estado_do_Rio_Grande_do_Norte,2472
Semesters,Not reported,"2,000-2,499",UNEB,Rua Silveira Martins 2555 - Cabula Salvador  41150-000 Bahia Brazil,"Rua Silveira Martins, 2555, Cabula Salvador 41.150-000 (71) 3117 2200",0-10%,Rural,Not reported,Public,Yes,Non-Profit,+55 (71) 3117 2221,Yes,1983,Yes,Not reported,,Yes,,Hominem Augere For the betterment of man,None,"Yes, based on entrance examinations",Not reported,"20,000-24,999",Yes,+55 (71) 3117 2200,"Brazil

",46,https://www.4icu.org//i/flags/Brazil.png,Bahia State University,Bahia State University,Bahia State University,,https://www.4icu.org//i/screenshots/450.jpg,Departamento de Ciências Exatas e da Terra | Departamento de Ciências Humanas | Departamento de Educação | Departamento de Ciências da Vida | Departamento de Tecnologia e Ciências Sociais | Departamento de Ciências Humanas e Tecnologias,https://www.4icu.org//i/logos-seals/450.png,Universidade do Estado da Bahia,https://www.4icu.org/reviews/450.htm,https://en.wikipedia.org/wiki/Bahia_State_University,1707
Semesters,Not reported,900-999,UNIRIO,Avenida Pasteur 296 - Urca Rio de Janeiro  22290-240 Rio de Janeiro Brazil,,Not reported,Urban,Not reported,Public,Yes,Non-Profit,+55 (21) 2541 8845,Not reported,1969,Not reported,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Not reported,"10,000-14,999",Yes,+55 (21) 2275 7491,"Brazil

",63,https://www.4icu.org//i/flags/Brazil.png,Rio de Janeiro State Federal University,Rio de Janeiro State Federal University,Rio de Janeiro State Federal University,,https://www.4icu.org//i/screenshots/459.jpg,Center of Human Sciences | Center of Exact and Technological Sciences | Center for Biological and Health Sciences | Center of Arts and Letters | Center for Legal and Political Science,https://www.4icu.org//i/logos-seals/459.png,Universidade Federal do Estado do Rio de Janeiro,https://www.4icu.org/reviews/459.htm,https://en.wikipedia.org/wiki/Federal_University_of_the_State_of_Rio_de_Janeiro,2263
Semesters,Not reported,Not reported,UNISAGRADO,Rua Irmã Arminda 10-50 - Jardim Brasil Bauru  17011-160 Sao Paulo Brazil,Rua Irmâ Arminda Bauru 17011-160 (14) 2107 7000,Not reported,Not reported,Not reported,Private,Not reported,Non-Profit,+55 (14) 2107 7325,Yes,1953,Not reported,Not reported,,Yes,,,Christian-Catholic,"Yes, based on entrance examinations",Yes,Not reported,Yes,+55 (14) 2107 7000,"Brazil

",162,https://www.4icu.org//i/flags/Brazil.png,Sacred Heart University,Sacred Heart University,Sacred Heart University,,https://www.4icu.org//i/screenshots/460.jpg,Department of Humanities | Department of Health Sciences | Department of Exact Sciences and Applied Social Sciences,https://www.4icu.org//i/logos-seals/460.png,Universidade do Sagrado Coração,https://www.4icu.org/reviews/460.htm,https://pt.wikipedia.org/wiki/Universidade_Sagrado_Cora%C3%A7%C3%A3o,6371
Semesters,Yes,"1,000-1,499",UNISUL,Avenida José Acácio Moreira 787 - Campus Universitário- Bairro - Dehon Tubarão  88704-900 Santa Catarina Brazil,Av. José Acácio Moreira TUBARAO 88704-900 (48) 3621 3000,Not reported,Urban,Yes,Private,Yes,Non-Profit,+55 (48) 3621 3036,Yes,1964,Not reported,Not reported,,Yes,,Universidade de possibilidades,None,"Yes, based on entrance examinations",Yes,"15,000-19,999",Yes,+55 (48) 3621 3000,"Brazil

",93,https://www.4icu.org//i/flags/Brazil.png,University of South Santa Catarina,University of South Santa Catarina,University of South Santa Catarina,,https://www.4icu.org//i/screenshots/461.jpg,"Unidade de Articulação Acadêmica Ciências da Educação, Humanidades e Artes | Unidade de Articulação Acadêmica Ciências da Saúde e Bem Estar Social | Unidade de Articulação Acadêmica Ciências Sociais, Direito, Negócios e Serviços | Unidade de Articulação Acadêmica Ciências da Produção, Construção e Agroindústria",https://www.4icu.org//i/logos-seals/461.png,Universidade do Sul de Santa Catarina,https://www.4icu.org/reviews/461.htm,https://pt.wikipedia.org/wiki/Universidade_do_Sul_de_Santa_Catarina,3582
Semesters,Not reported,"3,000-3,499",UNIVALI,Rua Uruguai 458 - Centro Itajaí  88302-901 Santa Catarina Brazil,Rua Uruguai 458 Itajai 88302-202,80-90%,Urban,Not reported,Private,Yes,Non-Profit,+55 (47) 3341 7577,Yes,1964,Not reported,Not reported,,Yes,,Preparando você para o mundo Preparing you to face the world,None,"Yes, based on entrance examinations",Yes,"25,000-29,999",Yes,+55 (47) 3341 7575,"Brazil

",68,https://www.4icu.org//i/flags/Brazil.png,University of the Valley of Itajaí,University of the Valley of Itajaí,University of the Valley of Itajaí,"Balneário Camboriú, Tijucas, Biguaçu, São José, Balneário Piçarras",https://www.4icu.org//i/screenshots/462.jpg,"Health Sciences Center | Center of Human Sciences | Center for Social and Legal Sciences | Center for Applied Social Sciences - Management | Center for Applied Social Sciences - Communication, Tourism and Leisure | Center of Earth and Sea Technological Sciences",https://www.4icu.org//i/logos-seals/462.png,Universidade do Vale do Itajaí,https://www.4icu.org/reviews/462.htm,https://pt.wikipedia.org/wiki/Universidade_do_Vale_do_Itaja%C3%AD,2468
Semesters,Not reported,200-299,AU,12 Mendeleev Str. Plovdiv  4000 Plovdiv Bulgaria,12 Mendeleev Str. Plovdiv 4000 (32) 654 200,20-30%,Urban,Not reported,Public,Not reported,Non-Profit,+359 (32) 633 157,Not reported,1945 Established in 1945 with the name Higher Institute of Agriculture. In 2001 the name and status changed into Plovdiv Agricultural University.,Not reported,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Yes,"2,000-2,999",Yes,+359 (32) 633 232,"Bulgaria

",19,https://www.4icu.org//i/flags/Bulgaria.png,Аграрен университет - Пловдив,Аграрен университет - Пловдив,Аграрен университет - Пловдив,,https://www.4icu.org//i/screenshots/466.jpg,Department of Agronomy | Department of Vine-growing and Gardening | Department of Plant Protection and Agricultural Ecology | Department of Economics,https://www.4icu.org//i/logos-seals/466.png,Agricultural University of Plovdiv,https://www.4icu.org/reviews/466.htm,https://bg.wikipedia.org/wiki/%D0%90%D0%B3%D1%80%D0%B0%D1%80%D0%B5%D0%BD_%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%82%D0%B5%D1%82,6029
Semesters,Yes,50-99,AUBG,1 Georgi Izmirliev Square Blagoevgrad  2700 Blagoevgrad Bulgaria,1 Georgi Izmirliev Square Blagoevgrad 2700 (73) 888 111,70-80%,Urban,Yes,Private,Not reported,Non-Profit,+359 (73) 888 444,Yes,1991,Yes,Not reported,,Yes,,Come here. Go anywhere.,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"1,000-1,999",Yes,+359 (73) 888 111,"Bulgaria

",5,https://www.4icu.org//i/flags/Bulgaria.png,Американски университет в България,Американски университет в България,Американски университет в България,Sofia,https://www.4icu.org//i/screenshots/467.jpg,Department of Business | Department of Computer Science | Department of Economics | Department of History and Civilizations | Department of Journalism and Mass Communication | Department of Literature and Theatre | Department of Mathematics and Science | Department of Modern Languages and Arts | Department of Political Science and European Studies | Department of Philosophy and Psychology,https://www.4icu.org//i/logos-seals/467.png,American University in Bulgaria,https://www.4icu.org/reviews/467.htm,https://en.wikipedia.org/wiki/American_University_in_Bulgaria,4068
Semesters,Not reported,100-199,BFU,62 San Stefano Str. Burgas  8001 Burgas Bulgaria,62 San Stefano Str. Burgas 8001 (56) 900 520,40-50%,Urban,Not reported,Private,Yes,Non-Profit,+359 (56) 900 515,Not reported,1991,Not reported,Not reported,,Yes,,The New Idea in Education,Christian-Orthodox,"Yes, based on entrance examinations",Yes,"4,000-4,999",Yes,+359 (56) 900 400,"Bulgaria

",18,https://www.4icu.org//i/flags/Bulgaria.png,Бургаски свободен университет,Бургаски свободен университет,Бургаски свободен университет,,https://www.4icu.org//i/screenshots/468.jpg,Department of Business Studies | Department of Legal Studies | Department of Computer Science and Engineering | Department of Humanities,https://www.4icu.org//i/logos-seals/468.png,Burgas Free University,https://www.4icu.org/reviews/468.htm,https://en.wikipedia.org/wiki/Burgas_Free_University,5932
